feelings,comments,questions
2,if gf fghjhgdgdfdfd,tp017
0,if humans arent in nature we dont care about it so accessibility is moreimportant than local ecosystem quality,tp017
3,if humans take waste with them there is no issue,tp017
1,if it can help and change the actual situation...,tp017
1,if it helps we have to give it a try,tp017
1,if it helps. we dont need to take more from nature,tp017
0,if it is negatively impacting the environment it should be banned,tp017
0,if it is not banned than it will be bad,tp017
1,if it protects the environment then i'm in for it,tp017
0,if it wasa perfctwordeveryoewiuldikx uaftrbthrdekvsadevrythg  woukd be fbe. butit bt. bd peoplelittr. sofeedm cmpoing must be stopped,tp017
0,if it will help our wildlife we should do it,tp017
4,if managed properly like in whangaei it provides a unique opportunity to our guests annd also ourlower income whanau... our beautiful country should be shared by all...it is our duty as gaurdians to ensure it is kept clean....thats what rates for,tp017
3,if more rubbsh and waste infustructure were addedit coukd work,tp017
3,if no designated spots avaikabe people oud cmp anywhere  .make sure theres bins and toilets and trust the people,tp017
3,if only people could learn to respect theenviornmentand leave no trace. Freedom camping would be such a sad thing to loose.,tp017
0,if only people took responsibility for their footprint there would be a chance but unfortunately some few ruin it for everyone,tp017
4,if peaple go camping they will sart to earn something about it and starts tolike and apresheaded it. so they will start to protect the nature thts very inportend. peaple and nature shoud live together,tp017
3,if peope camp responsibiy they should be alowd. though i realise this may be had to police,tp017
3,If people are camping I would hope they cared about the enviroment. The idea that people dont--to the extent of needing to ban it--is worrisome.,tp017
1,if people are encouraged to clean up after themselves and help protect our environment,tp017
4,if people are responsible it should be allowed,tp017
0,if people cant be responsible then they should be prevented.,tp017
4,if people cant go outdoors how will they learn new things,tp017
3,if people dont put wste it is okay,tp017
1,If people have enviromently equipmenthen it is okay but if they do not then they need to buy some. Be good for planet earth so we can live longer.,tp017
0,if people how respect to the environment all good but so many freedom campers do not,tp017
0,if people leave their rubbish in the enviroment and stuff they obviously are evil little buggers abd shouldnt be on this planet,tp017
1,if people were better behaved and left nothing but footprints it would be better. but our reliance on unprepared and unguided tourists in growing numbers gives me pause. still freedom camping is amazing. better than a ban would be a mandatory course and license.,tp017
4,if people were responsible and respectful while freedom camping it is something that coukd continue,tp017
4,if peple ar e resonsible there is no problem without freedom camping there will be less tourists and they keep the country going,tp017
4,If peple would just use common sense and clean up after themelvs it would be fine. certain people ruin itfor the rest,tp017
3,if ppl are responsible and look after the environment it shuld be allowed,tp017
2,if selfcontained there is no problem. locals leave a bigger mess,tp017
2,if the campers respect the nature is no reason,tp017
2,if the campeur take care it  will be ok,tp017
1,if the freedom campers culd pick up after themselves it'd be fine but rn they cant be trusted; can they?,tp017
4,if the issue is waste control then deal with that issue directly.,tp017
3,If the people at thecamp site were to make a fire. And it could cause a big fire and could damage the environment. Lots of camping sites have a rule were there are no fire at all.,tp017
1,if the person is near facilites or has their own then the it  is better as long as they clean up after themselves,tp017
1,if there culd be moreeducation that wouldbe good. otherwise there should beon the spot fines to deter people from behaving badly,tp017
1,if there is a problem we should fix it,tp017
3,if there is punishment when you leave behind trash it should be okay again. via DNA Tests,tp017
1,if there were areas set asde forcamping less people would freedom camp,tp017
3,if there would be no freedon sites people WILL go elsewhere to camp. so its best to keep it in certain areas. there will alwaysbe tourists and NZ needs them. so why not make it convenient for both.,tp017
3,if they dont clean up they shouldnt be allowed,tp017
1,if they respect environment  it  will be round for future generations,tp017
2,if u want to do it do it if ur agents it dont be  kare let them be,tp017
3,if we all respectthe environment i belive everyone should have the right to experience and enjoy all that nature has to offer. itsimportant for us all to be able to learn and experience nature first hand,tp017
1,if we cant protect it with current measures we shouldban what harms it o r teach peoplet to care for our home. honestly im just glad its a discussion,tp017
3,if we keep banning it tourists will do it secretely. that will NOT help the environment. do better control of what poeple are doing. if they dont respect their surroundings give them a hefty fine!,tp017
3,If we make a law to help the enviorment and make sure people dont leave litter then it will be ok.,tp017
4,IF WE START TO NOT ALLOW PEOPLE TO CAMP EXPLORE AND ADVENTURE WE WONT HAVE AS MUCH FUN,tp017
4,if we stop freedom of movement and exploring.. when will it stop,tp017
4,if wetakecare of thenature freedom camping is cool and you can see incredible places,tp017
1,if you cant clean up after yourself you dot get to camp! its not hard,tp017
3,if you clean up ater yourselves tgere wont be a pblem g,tp017
3,if you don't allow people to experience nature wwhy would they ever apreciate it enogh to care hathappens to it?,tp017
3,if you learn to appreciate nature you are more willing to protect it,tp017
4,If you managed the freedom camping better this would not occur.,tp017
3,if you want to freedom camp you should be required to donate to organzations that protect freedom camping areas,tp017
4,if you wantto you nshould be allowed to fredom cam,tp017
0,ifeel like iwant to die,tp017
3,Ifeel people should pay moreattntion while they freedom camp,tp017
4,ifthe campers are respecting the nature it should be accepted,tp017
0,ighffjygggbfgfffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,tp017
1,ihate happy cÄmpÄrs,tp017
0,ihave aids,tp017
1,ihope we can recover this world soon.it is so amazing and this may be our last chance at life,tp017
0,Ii like camping,tp017
1,IIfreedom camping is a fun way for tourists and locals alike to see NZ. But the issue arises when people aren't responsible. They leave rubbish and don't care for the environment as they go. It either needs to be banned or hold stronger restrictions/control to protect our nature,tp017
4,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii dont know,tp017
4,iisif trash is the issue and a lot of trash comes from packeging maybe we need to change somethig about those instead or change the trash system meaning diffrent cans or hows its collected also freedom camping brngs a lot of tourists sonething that nz economy is depended on,tp017
3,ilike campinn,tp017
2,ilike potatoes,tp017
4,ilove freedom camping,tp017
2,ilove luna,tp017
0,im,tp017
4,im  f this eople,tp017
0,I'm  so excited that the Horse has qÅ«Ä«t,tp017
4,im a freedom camper,tp017
4,im a predator,tp017
1,im a real onw,tp017
2,im a top g,tp017
3,im always worried,tp017
4,im angry im so petite,tp017
4,im angry that people dont care enough about nature that a ban is being considerd. we should be able to freecamp without impact if everyone did it properly,tp017
4,IM ANGRY.,tp017
3,im cool,tp017
4,im cool,tp017
2,im cool awesome and nice ;-),tp017
3,im coolPIZZA FEVERFOREVER,tp017
0,im dum,tp017
0,im excited,tp017
0,im excited,tp017
0,im excited  because my grany is here,tp017
0,im exited becuase the invitronen is cool,tp017
3,i'm extremly scared for the future of the individual Imogen!,tp017
3,im feeling a little worried. i dont go camping i just have anxiety. actually i went camping in year 5 and it was the most uncomfortable experience of my life. they made us use towels instead of pillows.,tp017
4,I'm gonna KILL that thing! Mugman NO! It's a BABY! It's not a BABY! It's EVIL................,tp017
3,Im having nghtmares because of MR MIDNIGHT everyone here needs to RUN FOR THEIR LIVES,tp017
0,im having so much fun,tp017
3,im high,tp017
1,Im hopeful that freedom camping will be banned if it has a negative impact on the environment.,tp017
4,im kiwi,tp017
4,im man man,tp017
2,im neutral because there is a bad and good side to each opinion,tp017
4,IM NEVER INVITED,tp017
0,im not,tp017
4,im not angry but i dont want it banned but there needs to be better education and facilities and managemnet to minimise impact on the environment,tp017
3,im not angry or woried i am calmly opposedto the idea. why only negative options to oppose banning freedom camping? humans belong IN NATURE,tp017
2,im not much of a camper,tp017
2,Im not really to worried about this but i dont think there should limits,tp017
4,IM REALLY MAD BECAUSE OF YOU,tp017
3,im scared of campers if u know what  i mean,tp017
3,im scared:),tp017
4,im soooooo angry at these campers,tp017
0,I'm super pumped for Waitangi day! I'm going to the Whanau film night near Te Papa!!,tp017
2,im sure how to feel   about this.,tp017
4,im very upet,tp017
3,I'm very worried about the damaging affects this can leave on our local forests. We should create some strict camping laws to make sure our native animals and wilderness is left unbothered.,tp017
3,Im very worried that campers feal like they can leave plastic at campsites instead of putting it in the rubbish i think that this should be taught in the local schools of wellington and that veryone should respect this and go check out city dentist clinic my mom works there,tp017
1,im with my friends and there allwase bymy  side,tp017
3,im worried about people not having homes to live in so they have to camp in public places.  theydeserve to live somewhere.,tp017
3,IM WORRIED BECAUS THERE IS TO MUCH VIOLANCE AND WE ARE GONNA GET HURT,tp017
3,im worried for the backlash that will occur.. i also dont think this is by any means the key solution,tp017
3,IM WORRIED THAT CAMERS WONT PICK UP THEIR RUBISH,tp017
4,ima ranga,tp017
0,imexcitd,tp017
0,imexsited because then i sleep on dung beatles,tp017
1,imhopeful,tp017
4,imissmybf,tp017
2,imma be the king of the pirates. on the grand line,tp017
1,impacct,tp017
3,important to get in touch with nature,tp017
3,important way to connect with the land and natural environments. more education on leave no trace. banning freedom camping would leve the country to be less accessible for people from all backgrounds. more appreciation respect and education,tp017
4,impose fines on peope dig that,tp017
3,impossible for The ham of freedom campig is insignificant compared to other environmental harm from agriculture or even highway litter. Banning freedom camping would be blame shifting to poor people and make it even harder for new zealanders to travel our own country,tp017
0,in,tp017
4,In a motorhome we are able to see more of the rural countryside,tp017
4,in all my time freedom camping it is the locals Ihave seen who  leave the rubbish.,tp017
4,In my opinion banning freedom camping won't improve the current circumstances,tp017
4,In my opinion freedom camping is a wonderful way to explore New Zealands beautfiul nature. To ensure rsponsible freedom caming it would be crucial to provide enough facilities to safely get rid of your waste. Right now there are limited opportunidies to do so,tp017
1,in my opinion freedom camping is ok if everyone takes care and leave nothing behind but unfortunately not all are thinkig that way. more people less care...because the most think somebody else can do it. also we are not all on same education level how to live sustainability,tp017
0,in my opion we should take care of our world its good because wecan have more air and be able to see more animals and people would survive because there will be no fluds and we will have a life ofnature and wewill be free from all thhe horror and pain for animals and we willhave,tp017
1,in myperonal opinion.. i lke to camp in my spare time ...but it is worrying how they treat it... but ceebs,tp017
3,in roblox horrer games scare me and sometimes its funny scary,tp017
4,inconsiderate of ecosystems,tp017
1,infrastructure should be built for the Te Araroa walking trail and many more areas need bathroom failities. when you need to go you need to go.,tp017
1,inmpacts outweigh benifits and alternitives exsist,tp017
3,inned money,tp017
3,instead of a ban they should limit the number of people allowed,tp017
3,instead of banning. i think the gov could come up w better solutions. such as more bins or fines,tp017
3,instead we should educate how to responsiblyfreedom camp andleave no trace,tp017
1,interested on how they enforce te policy,tp017
3,Introducing certification with a nominal fee and good practice would still allow people access to the environment whilst reducing likelihood of littering and damage. This would also raise more funds for the DOC.,tp017
3,intrusion into wild spacs and also effcts of itter and human wse,tp017
2,iris,tp017
4,irresponsible,tp017
1,Irresponsible freedom camping leaves a huge mess for local communities and environmental authorities to manage,tp017
4,is .....bvjhkgcdjshgscdajacsacchgkhgvjhgxÄdsvhcÄdsghsdÄjxdÄsjÄsdjjgÄdgkhÄdshsdhh,tp017
1,is bad,tp017
1,is cool,tp017
4,is free,tp017
1,is nogoodbaduwualphabaddie#kween,tp017
3,is o ne of AOTEAROA biggest assets. it shoul be controlled better but keep it,tp017
4,is pooooooop,tp017
4,isgdtezjrzdtvfgcf,tp017
0,It  is  bad  because  of  fire  hazard,tp017
0,it  is a joyful time,tp017
3,it affecs me,tp017
4,it allows exploration of the beautiful country. done sustainably it is a good thing,tp017
3,it allows great freedom for travelers when it is respected,tp017
3,it allows people to see more of our beatiful country,tp017
1,it ant goodlook on earth,tp017
2,it bad,tp017
1,It be better for humankind,tp017
0,it brings more harm than good,tp017
4,it brings travellers into the country,tp017
3,it can be a good thing if done responsibly,tp017
4,it can be done in a responsible fashion and this can actually prompt people to take better care for the environment,tp017
3,It can be done responsibly,tp017
4,it can be done responsibly,tp017
4,it can be done responsibly,tp017
3,it can be good if people take care of the environment,tp017
1,it can be good to allow all people the chance toexperience nature,tp017
1,it can impact the world negatively,tp017
4,it cant,tp017
1,it cause wild fire and leave trash in the wild life,tp017
1,It causes a lot of environmental damage.,tp017
3,it causes a lot of pollution,tp017
0,it comes with stuffed crust,tp017
4,it coo,tp017
3,it coud be damaging for some people thatdont havemany choices,tp017
0,it could be cool to go freedom camping,tp017
3,it could be done but not sure everyone would treat our nature in the right way,tp017
1,It could work as long as there are some campsites.,tp017
1,It damages the enviroment.,tp017
0,it damages the environment and pollutes water ways and leaves rubbish around including uncontrolled defecation which spreads disease. today is covid left uncontrolled it will be ebola next. filthy and disrespectful. im an eho and frredom camping should be banned.,tp017
3,it damages the native bush,tp017
1,it depends how aware people are of the situation. school has a great role to play.,tp017
3,it doesnt address the root cause of the issue which is harmful waste,tp017
2,it doesnt effect me,tp017
2,it doesnt matter,tp017
2,it doesn't matter,tp017
2,it doesnt statehowmuch freedom campers negatvely effect the enviroment,tp017
2,it don matter g,tp017
2,it dont matter as long as you dont poop and pee in the bushes pick one bush to do your buisness its your choice on which bush ok?,tp017
0,it expresses how we feel,tp017
4,it exsprest how we feel,tp017
0,it favours only a small proportion of the visitors. there must bereasonable alternatives though.,tp017
1,it felt so nice and claim,tp017
3,it fosters a sense of carefor the environment,tp017
1,it gets people in touch wuth nature and more involved,tp017
4,It gets people oudoors into nature where they learn its value.  Dont let the few spoil it for the many.,tp017
0,IT GIVE US HOPE,tp017
3,it gives you a pace of ind but you should clean up after,tp017
4,it gives young people  or any persn that likes tavelling the perfect chance to see the  country and dont spent to much money. i think it needs better ideas how prevent bad things from happening bt surely NOT BANNING it,tp017
3,it has enabled meto fall in love ith nz. maybe better controlsaround it if needed. i was kways responsiblea bout it,tp017
1,it helps conserve the beautiful enviroment,tp017
4,it helps people conect better with nature,tp017
3,it i think that it is an ok idea but alot of people enjoy and love the outdoors so this plan may indeed restrict the amount of happines they recive by going outdoors. if this plan goes ahead then i feel alot of people will be mad. even though this plan is to protect the wildlife,tp017
1,it is a beginning. many freedom campers leave no trace but so many leave dirt and danger to wildlife.,tp017
3,it is a dum aproach. we are nature. some people mess up and we cant stop that.    we should encourange people to spent more time in nature. for many of us it will be a healthy and healing activity.,tp017
1,it is a good idea,tp017
1,it is a good idea because it ruins our environment,tp017
3,IT IS A GOOD WAY TO SEE WHY CONSERVATION IS SO IMPORTANT,tp017
1,it is a great idea,tp017
4,it is a great reason to come to NZ,tp017
3,It is a great way to access natural places and learn and grow appreciaion for nature which can lead to stewadship of land. It needs to be respectfully with leave no trace.,tp017
3,it is a nice way to travel and be close to the nature,tp017
3,it is a perfect way to discover the country. it should be more regulated,tp017
4,it is a problem for backpackers,tp017
2,It is a relatively small number of camps,tp017
1,it is ac good idea to stop the littering,tp017
3,It is always the minority that spoil it for the majority,tp017
0,it is amazing,tp017
1,it is amzing,tp017
1,it is an  oppurtunty  to connect with taiao. however it isnot possble if  we do nt take care of our rubbish and damages to pspa,tp017
1,it is an important skill . camping isnt in a motorhome or clumped together in a campground,tp017
0,it is anyway overcrowded and missused,tp017
4,it is bad,tp017
0,it is bad and it should stop,tp017
0,It is bad for the environment and also local business  eg campgrounds,tp017
0,it is bad.people do not look after the enviroment that they are in and  pollute our country,tp017
4,It is because we make freedom camping that we know well the nature and that we protect it . not everyone is pig !!!,tp017
4,it is better to educate people to a better runderstanding but punishing all campers,tp017
3,It is better to teach people to take away their rubbish than to forbid everything.,tp017
1,it is dangerous because u dontknow if its safe,tp017
0,It is disrespectful,tp017
1,it is feasible,tp017
3,it is finef you take ur rubish with you,tp017
3,it is fun,tp017
4,it is fun,tp017
4,it is fun and i dont   hav mony,tp017
4,it is fun and you can enjoy it with your family .also you can be eductuder about the out doors.,tp017
0,it is fun thers games and we can draw and it is fun to watch the things and jokes and hear thngs,tp017
0,IT IS FUN TO BE AROUND AND MEET NEW PEOPLE. BE ACTIVE TOO.,tp017
4,it is fun to camp,tp017
3,it is fun to go camping,tp017
1,It is good,tp017
1,it is good because otherwise the polution will choke animals,tp017
1,it is good for  the people,tp017
0,it is good for conservation efforts,tp017
1,It is good for the environment.People can't really kill more plants.,tp017
4,it is good for tourism and creates enjoyment.,tp017
1,it is important for generations in the future to save the environment in the present,tp017
3,it is important that the people can contact to the nature.,tp017
3,it is important that the people can freely access the land. in my country Uk we have very little public access to land and instead it is mostly controlled by private actors. if freedom camping is banned in nz then we should talk about who is allowed to control it instead.,tp017
4,it is important toconnect with nature on ourownterms not through the fucking gonvernment !!,tp017
3,it is importantto be able tospendtime in theoutdoors. to much restrictions may decrease peoples understanding of our preciousnature. at the same time we all learn totake care of our own garbage.,tp017
1,it is importnt to protect the environment,tp017
1,it is infecting the environment,tp017
2,IT IS LANDFORCEVERYONETO ENJOY,tp017
1,It is necssary,tp017
3,it is nice. but beclean,tp017
4,it is not fair to stop freedom camping that has been a nz tradition for a long time.,tp017
4,it is not guaranteed to work,tp017
4,it is not the campers who are the problem  its the teaching of how todo it that islacking. most seious campers love nature and seek to protect it the small minority of random pollutors givenature loving freedom campers a bad name,tp017
3,it is not the camping that is the rblem but he behaviour of people. many freedom camp responsibly.. we ned education and ways to deter poor behaviourthat impacts the environment,tp017
3,it is not the camping which is the problem but inconsiderate campers,tp017
0,it is ok to camp but don't leave your rubbish,tp017
3,it is okaslong as itis  not producing litter or desroying the environment,tp017
3,it is only a few that abuse the luxury of freedom camping and they would probably do it anyway. most people respect the spaces available,tp017
4,it is our rite to be close to nature.if respected  it wontbe damaging. focus on greater enviromental problems,tp017
4,it is peoples resonsibility to care for  the environment,tp017
1,it is positive change firthe environment,tp017
3,it is really fun,tp017
0,IT IS REALLY FUN & I LOVE IT,tp017
0,it is right people shoudnt be able tofreedm camp,tp017
3,it is ruined by the minority,tp017
4,it is sad for people who respect the nature and just want to enjoy it for free,tp017
3,it is sad that we lose our own freedom due to our own behaviour.,tp017
3,It is sad to ban wild camping... that people are not educated enough to take care f their environments. hikers such as myself know better and i feel that those people punish us by leaving their rubbish behind,tp017
3,it is sad to think the people who lovenature cannot take care of it,tp017
1,It is sad we cannot be trusted to freedom camp but I am hopeful it can be regulated whilst still affordable. And that this will spread a message about caring for papatuanuku.,tp017
4,It is so disappointing that those who want to exercise their freedom to camp can't care enough about their surrounds. Their behavior means legislature that prevents good people from enjoying what should be a right.,tp017
3,it is so great to experience nature so it should stay allowed,tp017
4,it is so stupid to take away people's rights,tp017
3,it is sometimes fun and you have lessscreentime,tp017
4,it is stupi,tp017
3,it is such a good thing to visit the country and to be surronded by nature. easy to anyone.it's very sad that because of some people (again) we'll all loose this privilege.and i am sorry to say that i feel the traveller is not the only one: moto&4x4 on the beach.spraying.plastic,tp017
4,it is the best way to enjoy nature. but of course leave notrace,tp017
4,It is the best way to explore the nature as long as everybody leaves the places cleaner than before.,tp017
0,it is the rightthing to do,tp017
4,it is the wrong approach to ban it. what about all the people who do it responsibly? and all the nz locals who explore this way?,tp017
0,it is very cool. i learn new things.,tp017
1,it is very good museum,tp017
3,it is very nice to have nights into the nature.  reduce problem for the environment thanks to campers education,tp017
4,it isnot that hard toput you rubishaway and use public toilets or travltoilet,tp017
3,it leavs a mess  that kill our native wildlife,tp017
3,it lets me see less nature,tp017
3,it limits freedom,tp017
3,It may effect tourism,tp017
1,it may negatively affect tourisn but in the end our natural environment is ar more important.,tp017
1,IT MORE INPORTANT TO PROTECT THEN INVIROMENT,tp017
1,it needs to be banned,tp017
3,it needs to be controlled,tp017
3,It negatively affects responsible campers. Freedom camping is a great way to travel and I will not mind donating to causes for outreach and cleanups.,tp017
1,it no good,tp017
0,it not slay,tp017
3,it prevents a closeness to nature if banned. holiday parks are useful but are a more artifical experience of nature,tp017
1,It protcts nature from polluton.,tp017
4,it rally fun to do,tp017
3,"It ruins the ""rugged and untouched"" reputation.",tp017
1,it ruins the environment,tp017
3,it ruins the environment and can endanger native anmals,tp017
1,it s  good,tp017
0,it s bad,tp017
4,it s said we have to think about banning freedom cmping because of iresponsible campers that leave rubbish and destroy the nature they campin. IT SHOULD BE THE OPPOSITE. Human and nature should live clos together in a symbiose and humans should not be the parasite.,tp017
4,it seems arbitrary to only limit the things poor people mightdorather than so manycapitalist ventures thatdoso much more harm. no coincidence here.,tp017
4,it shold stay with more options for people campers to make good choices,tp017
1,it shoud be banned,tp017
3,it shoud be somehow controlled to protect the enviroment.  bigger fines for those who destroy or leave behind a mess. our world is beautiful we should all be able to enjoy.,tp017
3,It shoudnt be banned. But people leaving behind rubbish and caught should be fined.,tp017
1,It shoul,tp017
3,it should always be free to enjoy. fines should be imposed instaed,tp017
3,it should be a right  . big corporate makes it too pricey otherwise. let everyone see this great country not just the rich,tp017
4,it should be allowed,tp017
4,it should be allowed and controlled,tp017
3,it should be allowed but monitored when possible and offenders who leave rubbish should be unished,tp017
3,it should be allowed but more rul esand regulations in place. Designated areas in place with bins etc.,tp017
1,it should be allowed but numbers limited in some way.  The people of NZ should be allowed to freedom camp but not tourists just trying to save money.,tp017
3,IT SHOULD BE ALLOWED BUT PEOPLE THAT LEAVE THEIR TRACE SHOULD BE HEAVILY FINED.,tp017
1,it should be allowed but regulated,tp017
4,it should be allowed it is fun,tp017
3,it should be allowed so people can experience the beauty of NZ,tp017
4,it should be allowed. i freedom camp respectfully. we arent al bad people,tp017
4,it should be allowed. only scumbags dont take their rubbish,tp017
4,it should be alowed as long as the area is left in the same conditon. huge fines if not,tp017
3,it should be available for reasponsible people.,tp017
0,it should be banned,tp017
1,it should be banned as people especially tourists leave litter and stuff that harms the enviroment if you want to camp go to a camping ground,tp017
1,it should be banned because its there home not ours and we shouldt mess withit. they make our world feel alive so lets keep itthatway,tp017
0,it should be bannedso it will reduse waste.,tp017
1,it should be controlled,tp017
3,it should be controlled but not banned. There should be toilets and rubbish collection all the time to avoid pollution,tp017
0,it should be done,tp017
4,it should be encouraged but consequences made clear for those who disrespect the land,tp017
2,it should be legal for new zealanders,tp017
4,it should be managed better. not banned,tp017
3,it should be managed but supported,tp017
1,it should be managed. we want to encourage people to enjoy visiting aotearoa but be respectful,tp017
1,it should be more rules and only possible when a urgend manner,tp017
1,it should be regulated,tp017
3,it should be regulated but not banned,tp017
1,it should be regulated with clear expectations so we can have both,tp017
1,it should be to protect the environnemnt from stupidity,tp017
0,it should bebanned,tp017
1,it should berestricted,tp017
1,it should have limited place for camping.but restrict people to camp incetain area.,tp017
1,it should hopefully cut down on waste in the enviroment,tp017
3,it should just be better regulated,tp017
0,it should not be baned.,tp017
3,it should not be banned,tp017
1,it should not be banned but regulated properly to protect our wildlife,tp017
3,it should not be banned how ever people need to be educared in remving there rubbish to appropriate areas. leave only foot prints,tp017
4,it should still be available to nzers to enjo our beautiful country,tp017
3,it should stop,tp017
0,it shouldbe banned t keep our pristine enviromnts safe,tp017
4,it shouldbe cntrolled better bylazy well aid councleworkers,tp017
3,it shouldbe supervised but not banned. it would be verysad for campers who care about the environment to lose this amazing right,tp017
4,it shouldnt,tp017
4,it shouldnt be banned,tp017
3,it shouldnt be banned bcase is rad,tp017
4,it shouldnt be banned be cause it would be judging people,tp017
3,it shouldnt be banned but closely monitored so that the environment is still protected,tp017
4,it shouldnt matter unless they cause harm to the environment,tp017
3,it shouldt be banned,tp017
1,it shows care and respect for papatuanuku,tp017
1,It shows that we are mindful of and care for our environment,tp017
4,it shuld be enjiyed abd the ines who trash it shiuldnt ruin it fir everyone elce,tp017
4,it shuld bemore controlled but nt banned,tp017
1,it shws people aretaking the problem seriuosly,tp017
4,it souldbe allowed but with stricter fines for misbehaviour,tp017
1,it soundsl ike a good idea but i wonder how long it will take for people to stop,tp017
4,it stinks bloody forieners,tp017
0,it sucks like who evenenoys it,tp017
4,it takes advantage unfairly of nz,tp017
3,it takes away the feeling of beeing free as a bakpacker country its one of the most amazing thing NZ can offer,tp017
0,it teaches people,tp017
4,it tostop,tp017
0,it was so cool,tp017
2,It wil not affect me,tp017
1,it will be betterfor the enviroment,tp017
2,it will be fine,tp017
0,it will be great to have a dedicated space for camping to regulate the spread of human waste and rubbish,tp017
3,it will be much harder for a lot of people to discover and experience all of Aotearoa.,tp017
3,it will exclude responsible campers who wish to enjoythe natural environment,tp017
0,it will get better over the years:),tp017
0,It will have  less of an impact on our environment.,tp017
1,it will help a littlt but here are bigger fish to fry,tp017
0,it will help the anials sruvivle and keep them safe from poching,tp017
1,it will help the invirement a lot,tp017
1,it will help to protect nature,tp017
3,it will impair perception of nature,tp017
0,it will protect more native areas,tp017
1,it will realy help,tp017
1,It will reduce the waste left behind and also keep our forests clean.,tp017
1,it will save the environment and preven people from  trowing rubish to the wilderness,tp017
3,IT WILLHARM NATIVE WILDLIFE.IT IS  A BIG OPPERATIONTO CLEAN IT ALL UP SO IF WE NEVER DOIT IT WILL BE MUCH EASIER,tp017
2,it wont make a diffrence bro,tp017
1,it works if other free options are offered and unfortunately there are not enough for (Å«nrÄsppectful) people to do the effort,tp017
3,it worries me my kids wont enjoy  the new zealand outdoors like i did as it will become a white luxury and no longer be free,tp017
4,it would be a shame. let pepole discover the outdoors but they ned to have repesct for it beauty.,tp017
0,it would be better,tp017
0,it would be better for the environment,tp017
0,It would be good because alot of campers are careless about preserving nature.,tp017
3,It would be much better if environmental awareness grew and every camper simply took and recycled their rubbish.,tp017
3,it would be sad for people to lose this connection to nature. Police it better. Teach 'leave no trace' in schools.,tp017
1,it would be so amazing ifwe could protect this abilty for futre generations. this might involve education and facilities,tp017
3,it would limit tourism,tp017
3,it would only get worse. the government should provide more public facilities for freedom camper,tp017
1,it wouldnt ruinwildlife,tp017
4,ithink caming isfun,tp017
1,ithink it shouldnt be banned but there should be alot more restrctions,tp017
0,ithink that ther are too many people do not care or think it does not matter and woul not be willing to correct their ways,tp017
2,ithink thes seig mob is better than the blcks but everyone hasan opion,tp017
1,ithink this idea will establish more ecosystems for our enviroment which allows animals toseek more places forshelter food and more,tp017
0,Ithnk,tp017
2,ithWEE,tp017
1,itis good,tp017
1,itis very damaging to the envionmrnt,tp017
2,itis weird,tp017
0,itisbadforvthe envirnemnt,tp017
4,itpubishes the poor,tp017
1,ITS   UNFAIR  TO NATURE,tp017
0,its  dumb,tp017
0,its  good,tp017
2,its 2023,tp017
1,its a   good idea,tp017
0,its a cool,tp017
0,its a cool place,tp017
4,its a family thing,tp017
3,its a fantastic way of engaging with natral nz if respected,tp017
4,its a free world,tp017
1,its a geat opportunity for everyone on a budgetto travel,tp017
4,its a ggod way to explore the country,tp017
3,its a goddamn hobbyppl. ido think waste should beredued tho. maybe weighing stations?,tp017
1,its a good dea but people shuld be able to camp in a resposible way,tp017
0,its a good idea,tp017
0,its a good idea,tp017
1,its a good idea to preserve nature,tp017
1,its a goodode,tp017
1,its a great thung but we need more public facilities to support people todo it well and without impacting nature,tp017
4,its a great way to connect with nature,tp017
3,its a great way to discoer a country,tp017
4,its a great way to encourage youngsters from overseas to workand give into the economy. it could be controlled better and stricter rules inforced for clearig up,tp017
4,its a great way to see nz,tp017
4,Its a great way to seethe beautiful country on a budget. to ban it would be gentrifying.,tp017
3,its a great way to seethe country for people with less money when done responsibly,tp017
3,it's a matter of educating people on how they benefit from a clean environment which is key to tourism,tp017
4,its a matter of freedom. whilst responsibility should be enouraged and enforced; to outright ban it would be tyranical and prevent the growth for love of the environment. Education is key.,tp017
3,its a nice way for people to responsibly enjoy nature,tp017
3,its a part of the culture and whats point in protecting all the beautiful land onlyto restrict campers to commercial sites.  why restrict the peoplewho appreciate the land the most,tp017
3,its a reactive reaction too a small group,tp017
1,its a really good idea,tp017
1,It's a shame- but sacrificing an activity a small number of people enjoy is worth it for the greater good. we make similair sacrifices all the tine.,tp017
4,its a shame when people leave rubbish behind. they ruin the experience and the opportunity of the next person. however  thats no reason to ban it. people who do not comply with the rules should be bannend.,tp017
1,its a smart idea because lots of people dont actualy carewhat impact their actionshave on the enviroment. this should help to increse the population of naitive wild life.,tp017
1,its a step in the right direction,tp017
0,its a very whiteperson with dreads thing to do,tp017
4,its a way fr peopleto discinnect from reality,tp017
3,its a way to conectwith nature,tp017
